organism,reviewed_count,unreviewed_count,pdb_structures_count,organism_id,lineage,type,type_merge_microbes,superdomain,domain,kingdom,reviewed_count_radius,unreviewed_count_radius,pdb_structures_count_radius
Human immunodeficiency virus type 1 group N (isolate YBF30),9,9,1,388818,Artverviricota; Human immunodeficiency virus type 1; Lentivirus; Ortervirales; Orthoretrovirinae; Pararnavirae; Retroviridae; Revtraviricetes; Riboviria; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,1.692568750643269,1.692568750643269,0.5641895835477563
Helix pomatia,9,9,1,6536,Eukaryota; Eupulmonata; Euthyneura; Gastropoda; Helicidae; Helicina; Helicoidea; Helix; Heterobranchia; Lophotrochozoa; Metazoa; Mollusca; Panpulmonata; Spiralia; Stylommatophora,Animal,Animal,Cellular Life,Eukaryota,Animal,1.692568750643269,1.692568750643269,0.5641895835477563
Rotavirus A (strain RVA/Cow/United States/NCDV-Lincoln/1969/G6P6[1]),9,9,2,36439,Duplornaviricota; Orthornavirae; Reovirales; Resentoviricetes; Riboviria; Rotavirus; Rotavirus A; Sedoreoviridae; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,1.692568750643269,1.692568750643269,0.7978845608028654
Atrax robustus,9,9,1,6903,Arachnida; Araneae; Arthropoda; Atrax; Chelicerata; Ecdysozoa; Eukaryota; Hexathelidae; Metazoa; Mygalomorphae,Animal,Animal,Cellular Life,Eukaryota,Animal,1.692568750643269,1.692568750643269,0.5641895835477563
Pseudomonas sp. (strain C18),9,9,3,69011,Bacteria; Pseudomonadota,Bacteria,Microbial,Cellular Life,Bacteria,Monera,1.692568750643269,1.692568750643269,0.9772050238058398
Enterobacteria phage M13,9,9,6,1977402,Faserviricetes; Hofneiviricota; Inoviridae; Inovirus; Loebvirae; Monodnaviria; Tubulavirales; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,1.692568750643269,1.692568750643269,1.381976597885342
Human immunodeficiency virus type 1 group M subtype B (isolate MN),9,9,3,11696,Artverviricota; Human immunodeficiency virus type 1; Lentivirus; Ortervirales; Orthoretrovirinae; Pararnavirae; Retroviridae; Revtraviricetes; Riboviria; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,1.692568750643269,1.692568750643269,0.9772050238058398
Human immunodeficiency virus type 1 group M subtype B (isolate YU-2),9,9,3,362651,Artverviricota; Human immunodeficiency virus type 1; Lentivirus; Ortervirales; Orthoretrovirinae; Pararnavirae; Retroviridae; Revtraviricetes; Riboviria; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,1.692568750643269,1.692568750643269,0.9772050238058398
Escherichia phage 933W,9,9,2,10730,Caudoviricetes; Duplodnaviria; Heunggongvirae; Sepvirinae; Traversvirus; Traversvirus tv933W; Uroviricota; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,1.692568750643269,1.692568750643269,0.7978845608028654
Anopheles albimanus,9,9,2,7167,Anopheles; Anophelinae; Arthropoda; Culicidae; Culicoidea; Diptera; Ecdysozoa; Endopterygota; Eukaryota; Hexapoda; Insecta; Metazoa; Nematocera; Neoptera; Pterygota,Animal,Animal,Cellular Life,Eukaryota,Animal,1.692568750643269,1.692568750643269,0.7978845608028654
Human coronavirus HKU1 (isolate N1),9,9,4,443239,Betacoronavirus; Cornidovirineae; Coronaviridae; Embecovirus; Human coronavirus HKU1; Nidovirales; Orthocoronavirinae; Orthornavirae; Pisoniviricetes; Pisuviricota; Riboviria; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,1.692568750643269,1.692568750643269,1.1283791670955126
Human immunodeficiency virus type 1 group M subtype B (isolate BH10),9,9,7,11678,Artverviricota; Human immunodeficiency virus type 1; Lentivirus; Ortervirales; Orthoretrovirinae; Pararnavirae; Retroviridae; Revtraviricetes; Riboviria; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,1.692568750643269,1.692568750643269,1.4927053303604616
Reston ebolavirus (strain Philippines-96),9,9,1,129003,Filoviridae; Haploviricotina; Monjiviricetes; Mononegavirales; Negarnaviricota; Orthoebolavirus; Orthoebolavirus restonense; Orthornavirae; Reston ebolavirus; Riboviria; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,1.692568750643269,1.692568750643269,0.5641895835477563
Human immunodeficiency virus type 1 group M subtype D (isolate Z2/CDC-Z34),9,9,5,11683,Artverviricota; Human immunodeficiency virus type 1; Lentivirus; Ortervirales; Orthoretrovirinae; Pararnavirae; Retroviridae; Revtraviricetes; Riboviria; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,1.692568750643269,1.692568750643269,1.2615662610100802
Pseudomonas phage Pf3,9,9,2,10872,Faserviricetes; Hofneiviricota; Inoviridae; Loebvirae; Monodnaviria; Tertilicivirus; Tertilicivirus Pf3; Tubulavirales; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,1.692568750643269,1.692568750643269,0.7978845608028654
Saponaria officinalis,9,9,1,3572,Caryophyllaceae; Caryophyllales; Caryophylleae; Embryophyta; Eukaryota; Gunneridae; Magnoliopsida; Pentapetalae; Saponaria; Spermatophyta; Streptophyta; Tracheophyta; Viridiplantae; eudicotyledons,Plant,Plant,Cellular Life,Eukaryota,Plant,1.692568750643269,1.692568750643269,0.5641895835477563
Porcine reproductive and respiratory syndrome virus (isolate Pig/United States/SD 01-08/2001),9,9,1,857306,Ampobartevirus; Arnidovirineae; Arteriviridae; Betaarterivirus; Betaarterivirus suid 2; Nidovirales; Orthornavirae; Pisoniviricetes; Pisuviricota; Riboviria; Variarterivirinae; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,1.692568750643269,1.692568750643269,0.5641895835477563
Trematomus bernacchii,9,9,2,40690,Acanthomorphata; Actinopterygii; Chordata; Craniata; Eukaryota; Eupercaria; Euteleostomi; Metazoa; Neopterygii; Neoteleostei; Nototheniidae; Notothenioidei; Perciformes; Teleostei; Trematomus; Vertebrata,Animal,Animal,Cellular Life,Eukaryota,Animal,1.692568750643269,1.692568750643269,0.7978845608028654
Carnobacterium maltaromaticum,9,9,3,2751,Bacillati; Bacilli; Bacillota; Bacteria; Carnobacteriaceae; Carnobacterium; Lactobacillales,Bacteria,Microbial,Cellular Life,Bacteria,Monera,1.692568750643269,1.692568750643269,0.9772050238058398
Sterkiella nova,9,9,2,200597,Alveolata; Ciliophora; Eukaryota; Intramacronucleata; Oxytrichidae; Sar; Spirotrichea; Sporadotrichida; Sterkiella; Stichotrichia; Stylonychinae,other Eukaryota,Other Eukaryota,Cellular Life,Eukaryota,other Eukaryota,1.692568750643269,1.692568750643269,0.7978845608028654
Glycyrrhiza echinata,9,9,1,46348,50 kb inversion clade; Embryophyta; Eukaryota; Fabaceae; Fabales; Galegeae; Glycyrrhiza; Gunneridae; Hologalegina; IRL clade; Magnoliopsida; NPAAA clade; Papilionoideae; Pentapetalae; Spermatophyta; Streptophyta; Tracheophyta; Viridiplantae; eudicotyledons; fabids; rosids,Plant,Plant,Cellular Life,Eukaryota,Plant,1.692568750643269,1.692568750643269,0.5641895835477563
Human papillomavirus 58,9,9,1,10598,Alphapapillomavirus; Alphapapillomavirus 9; Cossaviricota; Firstpapillomavirinae; Monodnaviria; Papillomaviridae; Papovaviricetes; Shotokuvirae; Viruses; Zurhausenvirales,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,1.692568750643269,1.692568750643269,0.5641895835477563
Simian immunodeficiency virus (isolate Mm142-83),9,9,1,11733,Artverviricota; Lentivirus; Ortervirales; Orthoretrovirinae; Pararnavirae; Retroviridae; Revtraviricetes; Riboviria; Simian immunodeficiency virus; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,1.692568750643269,1.692568750643269,0.5641895835477563
Human immunodeficiency virus type 2 subtype A (isolate BEN),9,9,1,11714,Artverviricota; Human immunodeficiency virus 2; Lentivirus; Ortervirales; Orthoretrovirinae; Pararnavirae; Retroviridae; Revtraviricetes; Riboviria; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,1.692568750643269,1.692568750643269,0.5641895835477563
Cynara cardunculus,9,9,2,4265,Asteraceae; Asterales; Cardueae; Carduinae; Carduoideae; Cynara; Embryophyta; Eukaryota; Gunneridae; Magnoliopsida; Pentapetalae; Spermatophyta; Streptophyta; Tracheophyta; Viridiplantae; asterids; campanulids; eudicotyledons,Plant,Plant,Cellular Life,Eukaryota,Plant,1.692568750643269,1.692568750643269,0.7978845608028654
Simian immunodeficiency virus (isolate Mm251),9,9,3,11734,Artverviricota; Lentivirus; Ortervirales; Orthoretrovirinae; Pararnavirae; Retroviridae; Revtraviricetes; Riboviria; Simian immunodeficiency virus; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,1.692568750643269,1.692568750643269,0.9772050238058398
Anopheles stephensi,9,9,3,30069,Anopheles; Anophelinae; Arthropoda; Culicidae; Culicoidea; Diptera; Ecdysozoa; Endopterygota; Eukaryota; Hexapoda; Insecta; Metazoa; Nematocera; Neoptera; Pterygota,Animal,Animal,Cellular Life,Eukaryota,Animal,1.692568750643269,1.692568750643269,0.9772050238058398
Sendai virus (strain Ohita),9,9,1,302272,Feraresvirinae; Haploviricotina; Monjiviricetes; Mononegavirales; Negarnaviricota; Orthornavirae; Paramyxoviridae; Respirovirus; Respirovirus muris; Riboviria; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,1.692568750643269,1.692568750643269,0.5641895835477563
Borreliella burgdorferi,9,9,2,139,Bacteria; Borreliaceae; Borreliella; Spirochaetales; Spirochaetia; Spirochaetota,Bacteria,Microbial,Cellular Life,Bacteria,Monera,1.692568750643269,1.692568750643269,0.7978845608028654
Rotavirus A (strain RVA/Pig/United States/OSU/1977/G5P9[7]),9,9,1,10915,Duplornaviricota; Orthornavirae; Reovirales; Resentoviricetes; Riboviria; Rotavirus; Rotavirus A; Sedoreoviridae; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,1.692568750643269,1.692568750643269,0.5641895835477563
Plasmodium berghei,9,9,2,5821,Aconoidasida; Alveolata; Apicomplexa; Eukaryota; Haemosporida; Plasmodiidae; Plasmodium; Plasmodium (Vinckeia); Sar,other Eukaryota,Other Eukaryota,Cellular Life,Eukaryota,other Eukaryota,1.692568750643269,1.692568750643269,0.7978845608028654
Pediococcus acidilactici,9,9,1,1254,Bacillati; Bacilli; Bacillota; Bacteria; Lactobacillaceae; Lactobacillales; Pediococcus; Pediococcus acidilactici group,Bacteria,Microbial,Cellular Life,Bacteria,Monera,1.692568750643269,1.692568750643269,0.5641895835477563
Amaranthus hypochondriacus,9,9,1,28502,Amaranthaceae; Amaranthus; Caryophyllales; Embryophyta; Eukaryota; Gunneridae; Magnoliopsida; Pentapetalae; Spermatophyta; Streptophyta; Tracheophyta; Viridiplantae; eudicotyledons,Plant,Plant,Cellular Life,Eukaryota,Plant,1.692568750643269,1.692568750643269,0.5641895835477563
Penicillium sp,9,9,2,5081,Ascomycota; Aspergillaceae; Dikarya; Eukaryota; Eurotiales; Eurotiomycetes; Eurotiomycetidae; Fungi; Penicillium; Pezizomycotina,Fungi,Fungi,Cellular Life,Eukaryota,Fungi,1.692568750643269,1.692568750643269,0.7978845608028654
Human T-cell leukemia virus 1 (strain Japan ATK-1 subtype A),9,9,5,11926,Artverviricota; Deltaretrovirus; Ortervirales; Orthoretrovirinae; Pararnavirae; Primate T-lymphotropic virus 1; Retroviridae; Revtraviricetes; Riboviria; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,1.692568750643269,1.692568750643269,1.2615662610100802
Clostridium botulinum C phage,9,9,6,12336,Caudoviricetes; Duplodnaviria; Heunggongvirae; Uroviricota; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,1.692568750643269,1.692568750643269,1.381976597885342
Bovine papillomavirus type 1,9,9,4,337052,Cossaviricota; Deltapapillomavirus; Firstpapillomavirinae; Monodnaviria; Papillomaviridae; Papovaviricetes; Shotokuvirae; Viruses; Zurhausenvirales,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,1.692568750643269,1.692568750643269,1.1283791670955126
Hendra virus (isolate Horse/Autralia/Hendra/1994),9,9,6,928303,Haploviricotina; Henipavirus; Henipavirus hendraense; Monjiviricetes; Mononegavirales; Negarnaviricota; Orthoparamyxovirinae; Orthornavirae; Paramyxoviridae; Riboviria; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,1.692568750643269,1.692568750643269,1.381976597885342
Human papillomavirus type 16,9,9,4,333760,Alphapapillomavirus; Alphapapillomavirus 9; Cossaviricota; Firstpapillomavirinae; Monodnaviria; Papillomaviridae; Papovaviricetes; Shotokuvirae; Viruses; Zurhausenvirales,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,1.692568750643269,1.692568750643269,1.1283791670955126
Alopecosa marikovskyi,9,9,2,2066572,Alopecosa; Arachnida; Araneae; Araneomorphae; Arthropoda; Chelicerata; Ecdysozoa; Entelegynae; Eukaryota; Lycosidae; Lycosoidea; Metazoa,Animal,Animal,Cellular Life,Eukaryota,Animal,1.692568750643269,1.692568750643269,0.7978845608028654
Balaenoptera borealis,9,9,1,9768,Artiodactyla; Balaenoptera; Balaenopteridae; Cetacea; Chordata; Craniata; Eukaryota; Euteleostomi; Eutheria; Laurasiatheria; Mammalia; Metazoa; Mysticeti; Vertebrata; Whippomorpha,Animal,Animal,Cellular Life,Eukaryota,Animal,1.692568750643269,1.692568750643269,0.5641895835477563
Listeria ivanovii,9,9,1,1638,Bacillales; Bacillati; Bacilli; Bacillota; Bacteria; Listeria; Listeriaceae,Bacteria,Microbial,Cellular Life,Bacteria,Monera,1.692568750643269,1.692568750643269,0.5641895835477563
Influenza A virus (strain A/Northern Territory/60/1968 H3N2),9,9,5,384505,Alphainfluenzavirus; Alphainfluenzavirus influenzae; Articulavirales; Influenza A virus; Insthoviricetes; Negarnaviricota; Orthomyxoviridae; Orthornavirae; Polyploviricotina; Riboviria; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,1.692568750643269,1.692568750643269,1.2615662610100802
Human immunodeficiency virus type 1 group M subtype B (strain 89.6),9,9,2,401671,Artverviricota; Human immunodeficiency virus type 1; Lentivirus; Ortervirales; Orthoretrovirinae; Pararnavirae; Retroviridae; Revtraviricetes; Riboviria; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,1.692568750643269,1.692568750643269,0.7978845608028654
Nipah virus,9,9,7,3052225,Haploviricotina; Henipavirus; Monjiviricetes; Mononegavirales; Negarnaviricota; Orthoparamyxovirinae; Orthornavirae; Paramyxoviridae; Riboviria; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,1.692568750643269,1.692568750643269,1.4927053303604616
Streptococcus dysgalactiae subsp. equisimilis,9,9,2,119602,Bacillati; Bacilli; Bacillota; Bacteria; Lactobacillales; Streptococcaceae; Streptococcus,Bacteria,Microbial,Cellular Life,Bacteria,Monera,1.692568750643269,1.692568750643269,0.7978845608028654
Conus villepinii,9,9,1,257347,Caenogastropoda; Conidae; Conoidea; Conus; Dauciconus; Eukaryota; Gastropoda; Lophotrochozoa; Metazoa; Mollusca; Neogastropoda; Spiralia,Animal,Animal,Cellular Life,Eukaryota,Animal,1.692568750643269,1.692568750643269,0.5641895835477563
Moraxella bovis,9,9,1,476,Bacteria; Gammaproteobacteria; Moraxella; Moraxellaceae; Moraxellales; Pseudomonadota,Bacteria,Microbial,Cellular Life,Bacteria,Monera,1.692568750643269,1.692568750643269,0.5641895835477563
Simian immunodeficiency virus (isolate PBj14/BCL-3),9,9,3,11738,Artverviricota; Lentivirus; Ortervirales; Orthoretrovirinae; Pararnavirae; Retroviridae; Revtraviricetes; Riboviria; Simian immunodeficiency virus; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,1.692568750643269,1.692568750643269,0.9772050238058398
Notothenia neglecta,9,9,2,202063,Acanthomorphata; Actinopterygii; Chordata; Craniata; Eukaryota; Eupercaria; Euteleostomi; Metazoa; Neopterygii; Neoteleostei; Notothenia; Nototheniidae; Notothenioidei; Perciformes; Teleostei; Vertebrata,Animal,Animal,Cellular Life,Eukaryota,Animal,1.692568750643269,1.692568750643269,0.7978845608028654
Human immunodeficiency virus type 2 subtype A (isolate Ghana-1),9,9,2,11717,Artverviricota; Human immunodeficiency virus 2; Lentivirus; Ortervirales; Orthoretrovirinae; Pararnavirae; Retroviridae; Revtraviricetes; Riboviria; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,1.692568750643269,1.692568750643269,0.7978845608028654
Human immunodeficiency virus type 2 subtype A (isolate ROD),9,9,2,11720,Artverviricota; Human immunodeficiency virus 2; Lentivirus; Ortervirales; Orthoretrovirinae; Pararnavirae; Retroviridae; Revtraviricetes; Riboviria; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,1.692568750643269,1.692568750643269,0.7978845608028654
Ramazzottius varieornatus,9,9,2,947166,Ecdysozoa; Eukaryota; Eutardigrada; Hypsibioidea; Metazoa; Parachela; Ramazzottiidae; Ramazzottius; Tardigrada,Animal,Animal,Cellular Life,Eukaryota,Animal,1.692568750643269,1.692568750643269,0.7978845608028654
Yaba-like disease virus,9,9,1,132475,Bamfordvirae; Chitovirales; Chordopoxvirinae; Nucleocytoviricota; Pokkesviricetes; Poxviridae; Tanapox virus; Varidnaviria; Viruses; Yatapoxvirus,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,1.692568750643269,1.692568750643269,0.5641895835477563
Human immunodeficiency virus type 1 group O (isolate ANT70),9,9,1,327105,Artverviricota; Human immunodeficiency virus type 1; Lentivirus; Ortervirales; Orthoretrovirinae; Pararnavirae; Retroviridae; Revtraviricetes; Riboviria; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,1.692568750643269,1.692568750643269,0.5641895835477563
Porcine transmissible gastroenteritis coronavirus (strain Purdue),9,9,2,11151,Alphacoronavirus; Alphacoronavirus 1; Cornidovirineae; Coronaviridae; Nidovirales; Orthocoronavirinae; Orthornavirae; Pisoniviricetes; Pisuviricota; Riboviria; Tegacovirus; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,1.692568750643269,1.692568750643269,0.7978845608028654
Agkistrodon contortrix contortrix,9,9,3,8713,Agkistrodon; Bifurcata; Chordata; Colubroidea; Craniata; Crotalinae; Episquamata; Eukaryota; Euteleostomi; Lepidosauria; Metazoa; Serpentes; Squamata; Toxicofera; Unidentata; Vertebrata; Viperidae,Animal,Animal,Cellular Life,Eukaryota,Animal,1.692568750643269,1.692568750643269,0.9772050238058398
Burkholderia sp,9,9,2,36773,Bacteria; Betaproteobacteria; Burkholderia; Burkholderiaceae; Burkholderiales; Pseudomonadota,Bacteria,Microbial,Cellular Life,Bacteria,Monera,1.692568750643269,1.692568750643269,0.7978845608028654
Salmonella phage IKe,9,9,2,10867,Faserviricetes; Hofneiviricota; Inoviridae; Lineavirus; Lineavirus IKe; Loebvirae; Monodnaviria; Tubulavirales; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,1.692568750643269,1.692568750643269,0.7978845608028654
Bothrops pirajai,9,9,3,113192,Bifurcata; Bothrops; Chordata; Colubroidea; Craniata; Crotalinae; Episquamata; Eukaryota; Euteleostomi; Lepidosauria; Metazoa; Serpentes; Squamata; Toxicofera; Unidentata; Vertebrata; Viperidae,Animal,Animal,Cellular Life,Eukaryota,Animal,1.692568750643269,1.692568750643269,0.9772050238058398
Human coronavirus HKU1 (isolate N5),9,9,1,443241,Betacoronavirus; Cornidovirineae; Coronaviridae; Embecovirus; Human coronavirus HKU1; Nidovirales; Orthocoronavirinae; Orthornavirae; Pisoniviricetes; Pisuviricota; Riboviria; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,1.692568750643269,1.692568750643269,0.5641895835477563
Human immunodeficiency virus type 1 group M subtype B (isolate JRCSF),9,9,2,11688,Artverviricota; Human immunodeficiency virus type 1; Lentivirus; Ortervirales; Orthoretrovirinae; Pararnavirae; Retroviridae; Revtraviricetes; Riboviria; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,1.692568750643269,1.692568750643269,0.7978845608028654
Streptomyces kanamyceticus,9,9,1,1967,Actinomycetes; Actinomycetota; Bacillati; Bacteria; Kitasatosporales; Streptomyces; Streptomycetaceae,Bacteria,Microbial,Cellular Life,Bacteria,Monera,1.692568750643269,1.692568750643269,0.5641895835477563
Reston ebolavirus (strain Reston-89),9,9,3,386032,Filoviridae; Haploviricotina; Monjiviricetes; Mononegavirales; Negarnaviricota; Orthoebolavirus; Orthoebolavirus restonense; Orthornavirae; Reston ebolavirus; Riboviria; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,1.692568750643269,1.692568750643269,0.9772050238058398
